algorithm,scenario_name,num_cloudlets,seed,phi_fraction,rho_tightness,makespan_sec,total_energy_j,deadline_miss_rate,avg_tardiness_sec
FCFS,Scenario_100000,100000,1004,0.6,2.0,77919.2442,11688156.9265,1.0000,9436.4943
DWOA,Scenario_100000,100000,1003,0.3,2.0,64156.1200,9623552.5708,1.0000,7886.4061
DGWO,Scenario_100000,100000,1000,0.6,1.5,60724.0597,9108733.2978,1.0000,7946.0410
DBDE,Scenario_100000,100000,1003,0.6,1.5,47663.8775,7149670.7497,1.0000,6875.3233
DCOA-TS,Scenario_100000,100000,1002,0.6,1.2,9693.0066,1454557.3512,1.0000,4658.3361
DWOA,Scenario_100000,100000,1002,0.6,1.5,62180.4855,9327197.3454,1.0000,8122.7982
DCOA-TS,Scenario_100000,100000,1001,0.6,2.0,9660.3863,1449703.4233,1.0000,4646.8752
DCOA-TS,Scenario_100000,100000,1002,0.6,1.5,9704.4580,1456266.2961,1.0000,4657.5006
DCOA-TS,Scenario_100000,100000,1004,0.3,1.5,9779.7173,1467552.6445,1.0000,4669.2477
DCOA-TS,Scenario_100000,100000,1001,0.3,1.2,9579.8143,1437536.8494,1.0000,4642.6256
DCOA-TS,Scenario_100000,100000,1004,0.3,1.2,9771.7219,1466432.3358,1.0000,4669.1268
DBDE,Scenario_100000,100000,1001,0.3,1.2,52275.9881,7841509.8562,1.0000,6480.2787
DGWO,Scenario_100000,100000,1001,0.6,1.2,60274.6189,9041324.3036,1.0000,7897.0474
DCOA-TS,Scenario_100000,100000,1003,0.3,2.0,9652.7920,1448598.5923,1.0000,4651.1313
GO,Scenario_100000,100000,1002,0.6,1.2,67569.1917,10135536.4028,1.0000,8543.0253
I-COA,Scenario_100000,100000,1000,0.3,2.0,69735.9107,10460552.6180,1.0000,8647.7942
GO,Scenario_100000,100000,1002,0.3,2.0,68535.8710,10280553.7673,1.0000,8391.0590
DGWO,Scenario_100000,100000,1001,0.3,2.0,62700.0186,9405134.0978,1.0000,7667.3501
DWOA,Scenario_100000,100000,1004,0.6,1.2,61668.2556,9250367.1186,1.0000,8110.1378
DGWO,Scenario_100000,100000,1002,0.3,1.2,63111.0836,9466800.7519,1.0000,7594.6532
I-COA,Scenario_100000,100000,1000,0.6,1.2,69248.7761,10387506.4821,1.0000,8743.3871
GO,Scenario_100000,100000,1003,0.3,1.5,67585.5830,10137998.4702,1.0000,8426.7409
DBDE,Scenario_100000,100000,1000,0.3,1.5,55126.9962,8269156.6656,1.0000,6493.3718
DBDE,Scenario_100000,100000,1004,0.6,2.0,47936.8433,7190621.4990,1.0000,6831.5842
DGWO,Scenario_100000,100000,1002,0.3,1.5,63111.0836,9466800.7519,1.0000,7594.3133
I-COA,Scenario_100000,100000,1001,0.3,1.5,70563.6250,10584753.6755,1.0000,8629.8084
DWOA,Scenario_100000,100000,1002,0.6,2.0,62180.4855,9327197.3454,1.0000,8122.2315
GO,Scenario_100000,100000,1000,0.6,2.0,66517.9063,9977847.4469,1.0000,8538.1885
GO,Scenario_100000,100000,1001,0.6,1.5,67297.4250,10094783.7349,1.0000,8541.7947
DBDE,Scenario_100000,100000,1004,0.6,1.5,47936.8433,7190621.4990,1.0000,6832.1519
I-COA,Scenario_100000,100000,1002,0.3,1.2,69863.5967,10479729.7042,1.0000,8660.3596
DGWO,Scenario_100000,100000,1000,0.6,2.0,60724.0597,9108733.2978,1.0000,7945.4744
DCOA-TS,Scenario_100000,100000,1003,0.6,1.2,9649.8137,1448218.9456,1.0000,4646.1687
DWOA,Scenario_100000,100000,1003,0.6,1.5,62035.3144,9305427.5673,1.0000,8032.2760
DWOA,Scenario_100000,100000,1004,0.3,2.0,65543.5585,9831683.7566,1.0000,7878.9528
GO,Scenario_100000,100000,1004,0.3,1.2,69297.2774,10394783.3420,1.0000,8397.6982
DGWO,Scenario_100000,100000,1001,0.6,1.5,60274.6189,9041324.3036,1.0000,7896.7070
DCOA-TS,Scenario_100000,100000,1002,0.6,2.0,9690.1934,1454067.9144,1.0000,4656.9666
DCOA-TS,Scenario_100000,100000,1002,0.3,1.2,9674.0709,1451755.6068,1.0000,4647.9629
DCOA-TS,Scenario_100000,100000,1003,0.6,1.5,9640.9734,1446881.5429,1.0000,4645.4403
DCOA-TS,Scenario_100000,100000,1004,0.3,2.0,9786.7262,1468713.4090,1.0000,4668.8108
DBDE,Scenario_100000,100000,1002,0.3,1.2,54236.3213,8135550.9332,1.0000,6482.2368
DGWO,Scenario_100000,100000,1002,0.6,1.2,60305.5104,9045954.2268,1.0000,7944.1326
GO,Scenario_100000,100000,1003,0.3,2.0,67585.5830,10137998.4702,1.0000,8426.1741
GO,Scenario_100000,100000,1003,0.6,1.2,67565.1780,10134946.8012,1.0000,8534.9343
DBDE,Scenario_100000,100000,1000,0.6,1.2,47604.8294,7140817.3592,1.0000,6881.7679
DGWO,Scenario_100000,100000,1002,0.3,2.0,63111.0836,9466800.7519,1.0000,7593.7469
DBDE,Scenario_100000,100000,1001,0.3,1.5,52275.9881,7841509.8562,1.0000,6479.9393
DGWO,Scenario_100000,100000,1003,0.3,1.2,64171.4159,9625851.7449,1.0000,7664.0640
I-COA,Scenario_100000,100000,1001,0.6,1.2,69259.7600,10389149.0454,1.0000,8729.7886
DGWO,Scenario_100000,100000,1003,0.3,1.5,64171.4159,9625851.7449,1.0000,7663.7239
I-COA,Scenario_100000,100000,1001,0.3,2.0,70563.6250,10584753.6755,1.0000,8629.2428
DWOA,Scenario_100000,100000,1003,0.6,2.0,62035.3144,9305427.5673,1.0000,8031.7087
I-COA,Scenario_100000,100000,1000,0.6,2.0,69248.7761,10387506.4821,1.0000,8742.4806
DWOA,Scenario_100000,100000,1004,0.6,1.5,61668.2556,9250367.1186,1.0000,8109.7972
I-COA,Scenario_100000,100000,1002,0.3,1.5,69863.5967,10479729.7042,1.0000,8660.0197
DCOA-TS,Scenario_100000,100000,1004,0.6,1.2,9592.8281,1439428.7232,1.0000,4659.7347
GO,Scenario_100000,100000,1004,0.3,1.5,69297.2774,10394783.3420,1.0000,8397.3570
I-COA,Scenario_100000,100000,1000,0.6,1.5,69248.7761,10387506.4821,1.0000,8743.0472
DCOA-TS,Scenario_100000,100000,1003,0.6,2.0,9641.5297,1446997.3788,1.0000,4645.6113
GO,Scenario_100000,100000,1001,0.6,2.0,67297.4250,10094783.7349,1.0000,8541.2273
DGWO,Scenario_100000,100000,1001,0.6,2.0,60274.6189,9041324.3036,1.0000,7896.1396
DCOA-TS,Scenario_100000,100000,1004,0.6,1.5,9609.7888,1442005.7167,1.0000,4659.8861
I-COA,Scenario_100000,100000,1003,0.3,1.2,68222.8767,10233588.6024,1.0000,8635.3845
DBDE,Scenario_100000,100000,1000,0.3,2.0,55126.9962,8269156.6656,1.0000,6492.8063
GO,Scenario_100000,100000,1002,0.6,1.5,67569.1917,10135536.4028,1.0000,8542.6853
DWOA,Scenario_100000,100000,1000,0.3,1.2,64307.0857,9646191.8141,1.0000,7892.6741
DGWO,Scenario_100000,100000,1002,0.6,1.5,60305.5104,9045954.2268,1.0000,7943.7926
DBDE,Scenario_100000,100000,1003,0.3,1.2,52717.7773,7907769.8182,1.0000,6493.6922
DGWO,Scenario_100000,100000,1003,0.6,1.2,60018.1662,9002844.5270,1.0000,7925.5961
DBDE,Scenario_100000,100000,1001,0.6,1.2,47880.4069,7182153.1397,1.0000,6845.2057
GO,Scenario_100000,100000,1004,0.3,2.0,69297.2774,10394783.3420,1.0000,8396.7883
GO,Scenario_100000,100000,1004,0.6,1.2,68018.4982,10202934.3069,1.0000,8543.5797
DBDE,Scenario_100000,100000,1002,0.3,1.5,54236.3213,8135550.9332,1.0000,6481.8970
DGWO,Scenario_100000,100000,1003,0.3,2.0,64171.4159,9625851.7449,1.0000,7663.1570
DGWO,Scenario_100000,100000,1004,0.3,1.2,63348.0975,9502338.2083,1.0000,7680.2776
I-COA,Scenario_100000,100000,1002,0.6,1.2,67863.6529,10179707.3852,1.0000,8751.1743
DWOA,Scenario_100000,100000,1004,0.6,2.0,61668.2556,9250367.1186,1.0000,8109.2295
DGWO,Scenario_100000,100000,1004,0.3,1.5,63348.0975,9502338.2083,1.0000,7679.9364
DCOA-TS,Scenario_100000,100000,1004,0.6,2.0,9619.6388,1443450.0605,1.0000,4659.3534
DBDE,Scenario_100000,100000,1000,0.6,1.5,47604.8294,7140817.3592,1.0000,6881.4280
I-COA,Scenario_100000,100000,1001,0.6,2.0,69259.7600,10389149.0454,1.0000,8728.8808
DBDE,Scenario_100000,100000,1001,0.3,2.0,52275.9881,7841509.8562,1.0000,6479.3738
I-COA,Scenario_100000,100000,1001,0.6,1.5,69259.7600,10389149.0454,1.0000,8729.4482
I-COA,Scenario_100000,100000,1003,0.3,1.5,68222.8767,10233588.6024,1.0000,8635.0444
GO,Scenario_100000,100000,1002,0.6,2.0,67569.1917,10135536.4028,1.0000,8542.1186
I-COA,Scenario_100000,100000,1002,0.3,2.0,69863.5967,10479729.7042,1.0000,8659.4533
I-COA,Scenario_100000,100000,1004,0.3,1.2,70560.9571,10584359.2797,1.0000,8670.1316
DWOA,Scenario_100000,100000,1000,0.3,1.5,64307.0857,9646191.8141,1.0000,7892.3349
DGWO,Scenario_100000,100000,1002,0.6,2.0,60305.5104,9045954.2268,1.0000,7943.2258
DBDE,Scenario_100000,100000,1004,0.3,1.2,54328.6931,8149419.5315,1.0000,6496.6880
DGWO,Scenario_100000,100000,1003,0.6,1.5,60018.1662,9002844.5270,1.0000,7925.2558
DWOA,Scenario_100000,100000,1001,0.3,1.2,65447.4789,9817277.3473,1.0000,7851.7347
GO,Scenario_100000,100000,1003,0.6,1.5,67565.1780,10134946.8012,1.0000,8534.5940
DWOA,Scenario_100000,100000,1000,0.3,2.0,64307.0857,9646191.8141,1.0000,7891.7694
DBDE,Scenario_100000,100000,1002,0.6,1.2,47348.7912,7102404.9465,1.0000,6871.8067
DWOA,Scenario_100000,100000,1000,0.6,1.2,61835.3573,9275425.3927,1.0000,8095.8918
DBDE,Scenario_100000,100000,1003,0.3,1.5,52717.7773,7907769.8182,1.0000,6493.3521
DGWO,Scenario_100000,100000,1004,0.6,1.2,60239.5071,9036050.7067,1.0000,7923.5931
DGWO,Scenario_100000,100000,1004,0.3,2.0,63348.0975,9502338.2083,1.0000,7679.3676
DBDE,Scenario_100000,100000,1000,0.6,2.0,47604.8294,7140817.3592,1.0000,6880.8614
GO,Scenario_100000,100000,1000,0.3,1.2,67618.2342,10142889.5906,1.0000,8411.6399
I-COA,Scenario_100000,100000,1003,0.6,1.2,68665.8689,10300038.5786,1.0000,8735.6725
GO,Scenario_100000,100000,1000,0.3,1.5,67618.2342,10142889.5906,1.0000,8411.3006
DBDE,Scenario_100000,100000,1001,0.6,1.5,47880.4069,7182153.1397,1.0000,6844.8652
DCOA-TS,Scenario_100000,100000,1000,0.3,1.5,9547.1385,1432505.3178,1.0000,4663.4591
I-COA,Scenario_100000,100000,1003,0.3,2.0,68222.8767,10233588.6024,1.0000,8634.4775
DBDE,Scenario_100000,100000,1002,0.3,2.0,54236.3213,8135550.9332,1.0000,6481.3305
I-COA,Scenario_100000,100000,1002,0.6,1.5,67863.6529,10179707.3852,1.0000,8750.8343
DGWO,Scenario_100000,100000,1003,0.6,2.0,60018.1662,9002844.5270,1.0000,7924.6886
I-COA,Scenario_100000,100000,1002,0.6,2.0,67863.6529,10179707.3852,1.0000,8750.2676
GO,Scenario_100000,100000,1003,0.6,2.0,67565.1780,10134946.8012,1.0000,8534.0267
I-COA,Scenario_100000,100000,1004,0.3,1.5,70560.9571,10584359.2797,1.0000,8669.7904
DWOA,Scenario_100000,100000,1002,0.3,1.2,64981.6401,9747388.2690,1.0000,7853.9517
DWOA,Scenario_100000,100000,1001,0.3,1.5,65447.4789,9817277.3473,1.0000,7851.3953
DGWO,Scenario_100000,100000,1004,0.6,1.5,60239.5071,9036050.7067,1.0000,7923.2525
DWOA,Scenario_100000,100000,1001,0.3,2.0,65447.4789,9817277.3473,1.0000,7850.8298
DBDE,Scenario_100000,100000,1003,0.6,1.2,47663.8775,7149670.7497,1.0000,6875.6636
GO,Scenario_100000,100000,1004,0.6,1.5,68018.4982,10202934.3069,1.0000,8543.2391
DBDE,Scenario_100000,100000,1004,0.3,1.5,54328.6931,8149419.5315,1.0000,6496.3467
DWOA,Scenario_100000,100000,1001,0.6,1.2,61131.5300,9169847.9238,1.0000,8048.5664
I-COA,Scenario_100000,100000,1000,0.3,1.2,69735.9107,10460552.6180,1.0000,8648.6989
GO,Scenario_100000,100000,1000,0.6,1.2,66517.9063,9977847.4469,1.0000,8539.0951
GO,Scenario_100000,100000,1000,0.3,2.0,67618.2342,10142889.5906,1.0000,8410.7351
DBDE,Scenario_100000,100000,1001,0.6,2.0,47880.4069,7182153.1397,1.0000,6844.2978
DBDE,Scenario_100000,100000,1002,0.6,1.5,47348.7912,7102404.9465,1.0000,6871.4667
GO,Scenario_100000,100000,1001,0.3,1.2,67542.4688,10131523.3564,1.0000,8405.7816
DCOA-TS,Scenario_100000,100000,1001,0.3,1.5,9575.8891,1436945.7946,1.0000,4642.3182
I-COA,Scenario_100000,100000,1004,0.6,1.2,68974.2407,10346316.6995,1.0000,8751.6367
GO,Scenario_100000,100000,1001,0.3,1.5,67542.4688,10131523.3564,1.0000,8405.4422
DCOA-TS,Scenario_100000,100000,1000,0.3,2.0,9555.6267,1433820.0605,1.0000,4663.1312
I-COA,Scenario_100000,100000,1004,0.3,2.0,70560.9571,10584359.2797,1.0000,8669.2216
GO,Scenario_100000,100000,1004,0.6,2.0,68018.4982,10202934.3069,1.0000,8542.6715
I-COA,Scenario_100000,100000,1003,0.6,1.5,68665.8689,10300038.5786,1.0000,8735.3322
DBDE,Scenario_100000,100000,1003,0.3,2.0,52717.7773,7907769.8182,1.0000,6492.7852
DQN,Scenario_100000,100000,1002,0.6,1.5,27561.2714,4134340.9188,1.0000,4932.2269
I-COA,Scenario_100000,100000,1003,0.6,2.0,68665.8689,10300038.5786,1.0000,8734.7650
DQN,Scenario_100000,100000,1004,0.3,1.5,27488.0335,4123340.2229,1.0000,5107.0744
DWOA,Scenario_100000,100000,1002,0.3,1.5,64981.6401,9747388.2690,1.0000,7853.6119
DWOA,Scenario_100000,100000,1003,0.3,1.2,64156.1200,9623552.5708,1.0000,7887.3131
DWOA,Scenario_100000,100000,1000,0.6,1.5,61835.3573,9275425.3927,1.0000,8095.5519
DWOA,Scenario_100000,100000,1002,0.3,2.0,64981.6401,9747388.2690,1.0000,7853.0454
DQN,Scenario_100000,100000,1003,0.6,1.2,27920.6486,4188262.6282,1.0000,4923.7042
DWOA,Scenario_100000,100000,1002,0.6,1.2,62180.4855,9327197.3454,1.0000,8123.1383
DBDE,Scenario_100000,100000,1002,0.6,2.0,47348.7912,7102404.9465,1.0000,6870.9000
DCOA-TS,Scenario_100000,100000,1002,0.3,1.5,9676.9109,1452148.8900,1.0000,4647.1663
DCOA-TS,Scenario_100000,100000,1000,0.6,1.2,9655.4346,1448790.5713,1.0000,4662.2862
DCOA-TS,Scenario_100000,100000,1000,0.6,1.5,9656.2980,1448873.1962,1.0000,4662.1449
DCOA-TS,Scenario_100000,100000,1001,0.3,2.0,9623.7777,1444142.3199,1.0000,4642.1608
FCFS,Scenario_100000,100000,1000,0.3,1.5,77919.2442,11688156.9265,1.0000,9346.6779
DWOA,Scenario_100000,100000,1000,0.6,2.0,61835.3573,9275425.3927,1.0000,8094.9853
DQN,Scenario_100000,100000,1001,0.6,2.0,27161.2743,4074350.3949,1.0000,4926.4929
GO,Scenario_100000,100000,1002,0.3,1.2,68535.8710,10280553.7673,1.0000,8391.9654
DQN,Scenario_100000,100000,1003,0.3,2.0,29831.3757,4474835.4168,1.0000,5130.3547
DWOA,Scenario_100000,100000,1003,0.3,1.5,64156.1200,9623552.5708,1.0000,7886.9730
DWOA,Scenario_100000,100000,1004,0.3,1.2,65543.5585,9831683.7566,1.0000,7879.8627
I-COA,Scenario_100000,100000,1004,0.6,2.0,68974.2407,10346316.6995,1.0000,8750.7284
I-COA,Scenario_100000,100000,1004,0.6,1.5,68974.2407,10346316.6995,1.0000,8751.2961
DQN,Scenario_100000,100000,1004,0.3,1.2,27685.7308,4152999.7308,1.0000,5123.0033
FCFS,Scenario_100000,100000,1001,0.3,1.5,77919.2442,11688156.9265,1.0000,9386.2897
DWOA,Scenario_100000,100000,1001,0.6,1.5,61131.5300,9169847.9238,1.0000,8048.2260
FCFS,Scenario_100000,100000,1000,0.3,1.2,77919.2442,11688156.9265,1.0000,9347.0172
FCFS,Scenario_100000,100000,1002,0.3,1.5,77919.2442,11688156.9265,1.0000,9303.4366
FCFS,Scenario_100000,100000,1001,0.3,1.2,77919.2442,11688156.9265,1.0000,9386.6291
FCFS,Scenario_100000,100000,1003,0.3,1.5,77919.2442,11688156.9265,1.0000,9407.1346
DQN,Scenario_100000,100000,1000,0.3,1.5,31815.8492,4772512.8549,1.0000,5126.4911
FCFS,Scenario_100000,100000,1002,0.3,1.2,77919.2442,11688156.9265,1.0000,9303.7765
DQN,Scenario_100000,100000,1000,0.3,1.2,31542.6367,4731534.2925,1.0000,5123.3067
FCFS,Scenario_100000,100000,1004,0.3,1.5,77919.2442,11688156.9265,1.0000,9326.4218
FCFS,Scenario_100000,100000,1003,0.3,1.2,77919.2442,11688156.9265,1.0000,9407.4747
FCFS,Scenario_100000,100000,1004,0.3,1.2,77919.2442,11688156.9265,1.0000,9326.7631
DGWO,Scenario_100000,100000,1000,0.3,1.5,63065.3982,9459932.8693,1.0000,7657.0255
DQN,Scenario_100000,100000,1000,0.3,2.0,31375.5443,4706466.7747,1.0000,5123.3073
DGWO,Scenario_100000,100000,1000,0.3,1.2,63065.3982,9459932.8693,1.0000,7657.3648
DQN,Scenario_100000,100000,1000,0.6,1.2,37519.1400,5628053.9027,1.0000,5004.6084
DQN,Scenario_100000,100000,1000,0.6,1.5,27598.0100,4139874.0953,1.0000,4930.1906
DQN,Scenario_100000,100000,1000,0.6,2.0,27517.0100,4127722.6920,1.0000,4932.6537
DQN,Scenario_100000,100000,1003,0.6,1.5,27920.6486,4188258.1174,1.0000,4922.1922
DQN,Scenario_100000,100000,1004,0.6,1.2,25554.8314,3833383.3693,1.0000,4911.0132
DQN,Scenario_100000,100000,1002,0.6,2.0,27560.2714,4134213.2154,1.0000,4931.1803
FCFS,Scenario_100000,100000,1000,0.6,1.2,77919.2442,11688156.9265,1.0000,9350.0697
DQN,Scenario_100000,100000,1004,0.3,2.0,27507.2571,4126231.6371,1.0000,5108.8848
FCFS,Scenario_100000,100000,1001,0.6,1.2,77919.2442,11688156.9265,1.0000,9370.2893
FCFS,Scenario_100000,100000,1000,0.3,2.0,77919.2442,11688156.9265,1.0000,9346.1124
FCFS,Scenario_100000,100000,1002,0.6,1.2,77919.2442,11688156.9265,1.0000,9396.0167
FCFS,Scenario_100000,100000,1001,0.3,2.0,77919.2442,11688156.9265,1.0000,9385.7241
FCFS,Scenario_100000,100000,1003,0.6,1.2,77919.2442,11688156.9265,1.0000,9374.7141
FCFS,Scenario_100000,100000,1002,0.3,2.0,77919.2442,11688156.9265,1.0000,9302.8702
FCFS,Scenario_100000,100000,1004,0.6,1.2,77919.2442,11688156.9265,1.0000,9437.4025
DQN,Scenario_100000,100000,1001,0.3,1.2,28968.1461,4345362.3614,1.0000,5102.4863
DQN,Scenario_100000,100000,1001,0.3,1.5,33820.0617,5073138.7278,1.0000,5121.1003
FCFS,Scenario_100000,100000,1003,0.3,2.0,77919.2442,11688156.9265,1.0000,9406.5677
FCFS,Scenario_100000,100000,1004,0.3,2.0,77919.2442,11688156.9265,1.0000,9325.8531
DQN,Scenario_100000,100000,1001,0.3,2.0,33411.2027,5011798.9640,1.0000,5136.9914
DQN,Scenario_100000,100000,1001,0.6,1.2,27182.2743,4077486.2281,1.0000,4926.5053
DQN,Scenario_100000,100000,1001,0.6,1.5,27137.2743,4070754.6030,1.0000,4923.2748
DQN,Scenario_100000,100000,1004,0.6,1.5,25545.8314,3832029.4080,1.0000,4908.8837
FCFS,Scenario_100000,100000,1000,0.6,1.5,77919.2442,11688156.9265,1.0000,9349.7298
FCFS,Scenario_100000,100000,1001,0.6,1.5,77919.2442,11688156.9265,1.0000,9369.9489
DQN,Scenario_100000,100000,1003,0.6,2.0,27906.6486,4186168.6067,1.0000,4917.8463
FCFS,Scenario_100000,100000,1002,0.6,1.5,77919.2442,11688156.9265,1.0000,9395.6767
FCFS,Scenario_100000,100000,1003,0.6,1.5,77919.2442,11688156.9265,1.0000,9374.3738
DQN,Scenario_100000,100000,1002,0.3,1.2,29509.5929,4426574.8983,1.0000,5105.1571
DQN,Scenario_100000,100000,1002,0.3,1.5,29203.0680,4380606.2383,1.0000,5091.7584
DQN,Scenario_100000,100000,1002,0.3,2.0,29275.7103,4391499.3141,1.0000,5106.2824
DQN,Scenario_100000,100000,1002,0.6,1.2,27580.2714,4137204.4331,1.0000,4930.9585
DQN,Scenario_100000,100000,1004,0.6,2.0,25604.8314,3840893.3884,1.0000,4908.8444
FCFS,Scenario_100000,100000,1000,0.6,2.0,77919.2442,11688156.9265,1.0000,9349.1632
FCFS,Scenario_100000,100000,1001,0.6,2.0,77919.2442,11688156.9265,1.0000,9369.3815
FCFS,Scenario_100000,100000,1002,0.6,2.0,77919.2442,11688156.9265,1.0000,9395.1099
DQN,Scenario_100000,100000,1003,0.3,1.2,33460.0797,5019137.1583,1.0000,5139.4720
DQN,Scenario_100000,100000,1003,0.3,1.5,33368.8976,5005460.0003,1.0000,5144.1854
