algorithm,scenario_name,num_cloudlets,seed,population,iterations,episodes,w_energy,w_makespan,w_violation,makespan_sec,makespan_ms,total_energy_j,avg_waiting_sec,avg_waiting_ms,finished_cloudlets,mapping_time_ms,peak_memory_mb,deadline_miss_rate,avg_tardiness_sec,unit_note
I-COA,Scenario_100,100,1019,200,100,0,0.20,0.70,0.10,40.4866,40486.6071,6078.5821,3.1742,3174.1916,100,229,0,1.0000,5.0041,ms and sec explicitly named
SJF,Scenario_500,500,1018,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,0,1.0000,42.5268,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1016,200,100,0,0.20,0.70,0.10,11.8247,11824.7059,1775.5255,2.5663,2566.2741,50,48,573,1.0000,3.6604,ms and sec explicitly named
DTSO-TS,Scenario_1000,1000,1008,200,100,0,0.20,0.70,0.10,134.4343,134434.2857,20169.2423,47.9284,47928.3865,1000,376,0,1.0000,49.5018,ms and sec explicitly named
RoundRobin,Scenario_2000,2000,1005,0,0,0,0.20,0.70,0.10,1396.5057,1396505.7143,209484.4558,176.1992,176199.1639,2000,0,3,1.0000,191.7493,ms and sec explicitly named
DGWO,Scenario_50,50,1018,200,100,0,0.20,0.70,0.10,25.1700,25170.0000,3778.5379,2.9242,2924.2379,50,113,1348,1.0000,1.9296,ms and sec explicitly named
DCOA-TS,Scenario_1000,1000,1004,200,100,0,0.20,0.70,0.10,111.7871,111787.1429,16772.9213,45.4502,45450.1549,1000,1242,0,1.0000,49.1627,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1025,200,100,0,0.20,0.70,0.10,65.7015,65701.5152,9859.2174,23.6400,23640.0075,500,402,0,1.0000,28.8942,ms and sec explicitly named
PSO-SA,Scenario_1000,1000,1027,200,100,0,0.20,0.70,0.10,577.1871,577187.1429,86585.8506,75.3365,75336.4913,1000,282,0,1.0000,77.4521,ms and sec explicitly named
SJF,Scenario_500,500,1019,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,1,4,1.0000,33.6808,ms and sec explicitly named
GO,Scenario_50,50,1001,200,100,0,0.20,0.70,0.10,22.9745,22974.5455,3450.8558,1.6174,1617.4474,50,91,1111,1.0000,2.4927,ms and sec explicitly named
DGWO,Scenario_50,50,1006,200,100,0,0.20,0.70,0.10,17.1946,17194.6154,2582.1421,2.3343,2334.2504,50,97,1183,1.0000,1.8951,ms and sec explicitly named
DTSO-TS,Scenario_500,500,1013,200,100,0,0.20,0.70,0.10,64.2913,64291.2906,9646.2354,25.2267,25226.7247,500,245,0,1.0000,27.5061,ms and sec explicitly named
GO,Scenario_100,100,1021,200,100,0,0.20,0.70,0.10,64.0257,64025.7143,9609.4085,5.8948,5894.8193,100,211,0,1.0000,3.8355,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1017,200,100,0,0.20,0.70,0.10,8.2268,8226.7927,1235.7154,1.9347,1934.7344,50,48,602,1.0000,2.9690,ms and sec explicitly named
DBDE,Scenario_500,500,1008,200,100,0,0.20,0.70,0.10,334.4055,334405.4545,50168.1567,40.1262,40126.2060,500,815,0,1.0000,15.9772,ms and sec explicitly named
GO,Scenario_500,500,1017,200,100,0,0.20,0.70,0.10,188.4814,188481.4286,28278.7854,25.6165,25616.5384,500,1095,487,1.0000,24.8636,ms and sec explicitly named
DCOA-TS,Scenario_1000,1000,1013,200,100,0,0.20,0.70,0.10,109.6942,109694.1765,16459.7607,45.9455,45945.4654,1000,1012,0,1.0000,50.0236,ms and sec explicitly named
SJF,Scenario_500,500,1020,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,2,1.0000,40.1732,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1018,200,100,0,0.20,0.70,0.10,11.5916,11591.6000,1740.5073,2.6861,2686.1471,50,48,502,1.0000,3.7257,ms and sec explicitly named
DGWO,Scenario_50,50,1019,200,100,0,0.20,0.70,0.10,15.6196,15619.5648,2347.1250,1.3282,1328.1579,50,98,1077,1.0000,2.0277,ms and sec explicitly named
GO,Scenario_50,50,1002,200,100,0,0.20,0.70,0.10,14.5555,14555.4545,2186.7868,1.0599,1059.8995,50,91,981,1.0000,2.2389,ms and sec explicitly named
DGWO,Scenario_50,50,1007,200,100,0,0.20,0.70,0.10,25.1488,25148.7500,3776.4199,1.1230,1122.9677,50,98,1035,1.0000,2.1659,ms and sec explicitly named
I-COA,Scenario_100,100,1020,200,100,0,0.20,0.70,0.10,48.1257,48125.7143,7224.8014,3.9808,3980.8170,100,187,2122,1.0000,4.5578,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1019,200,100,0,0.20,0.70,0.10,10.0520,10052.0000,1509.4178,2.5297,2529.6604,50,49,480,1.0000,3.5115,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1020,200,100,0,0.20,0.70,0.10,9.2591,9259.0909,1391.5708,2.0697,2069.6763,50,49,502,1.0000,3.2090,ms and sec explicitly named
DGWO,Scenario_50,50,1020,200,100,0,0.20,0.70,0.10,12.3648,12364.8342,1858.0135,1.6612,1661.2103,50,99,1020,1.0000,1.8687,ms and sec explicitly named
DTSO-TS,Scenario_1000,1000,1014,200,100,0,0.20,0.70,0.10,146.1159,146115.8571,21920.9868,48.3678,48367.7852,1000,407,0,1.0000,50.9120,ms and sec explicitly named
I-COA,Scenario_100,100,1011,200,100,0,0.20,0.70,0.10,40.6100,40610.0000,6096.6401,3.4956,3495.5734,100,425,0,1.0000,5.1995,ms and sec explicitly named
I-COA,Scenario_500,500,1026,200,100,0,0.20,0.70,0.10,210.1014,210101.4286,31521.7862,30.8013,30801.2707,500,1040,0,1.0000,27.9757,ms and sec explicitly named
GO,Scenario_50,50,1003,200,100,0,0.20,0.70,0.10,15.3430,15342.9594,2304.9446,1.1558,1155.8264,50,92,952,1.0000,2.1116,ms and sec explicitly named
SJF,Scenario_500,500,1021,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,5,1.0000,41.8378,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1020,200,100,0,0.20,0.70,0.10,63.4725,63472.5205,9524.5358,22.7707,22770.7273,500,397,0,1.0000,27.2321,ms and sec explicitly named
GO,Scenario_100,100,1022,200,100,0,0.20,0.70,0.10,44.0440,44043.9773,6612.3474,4.1169,4116.8917,100,177,1852,1.0000,4.1751,ms and sec explicitly named
DGWO,Scenario_50,50,1008,200,100,0,0.20,0.70,0.10,25.2575,25257.5357,3791.9938,2.4101,2410.1065,50,99,1062,1.0000,2.0272,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1021,200,100,0,0.20,0.70,0.10,10.0585,10058.5294,1511.3235,2.3608,2360.8423,50,48,535,1.0000,3.7519,ms and sec explicitly named
GO,Scenario_500,500,1028,200,100,0,0.20,0.70,0.10,152.0118,152011.8182,22808.2360,25.8907,25890.7391,500,941,5858,1.0000,24.6885,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1022,200,100,0,0.20,0.70,0.10,10.8312,10831.2000,1626.2460,2.8091,2809.1369,50,48,498,1.0000,4.1569,ms and sec explicitly named
DGWO,Scenario_50,50,1021,200,100,0,0.20,0.70,0.10,19.8413,19841.2500,2979.9058,1.4723,1472.2692,50,100,1031,1.0000,2.1542,ms and sec explicitly named
GO,Scenario_50,50,1004,200,100,0,0.20,0.70,0.10,22.3644,22364.4444,3359.0044,0.9892,989.2250,50,91,956,1.0000,2.2327,ms and sec explicitly named
DBDE,Scenario_500,500,1028,200,100,0,0.20,0.70,0.10,303.6200,303620.0000,45549.1987,38.0976,38097.6379,500,742,2059,1.0000,15.5607,ms and sec explicitly named
I-COA,Scenario_100,100,1021,200,100,0,0.20,0.70,0.10,69.5400,69540.0000,10438.2914,4.3546,4354.5925,100,187,1986,1.0000,4.4553,ms and sec explicitly named
DGWO,Scenario_50,50,1009,200,100,0,0.20,0.70,0.10,19.3729,19372.8571,2908.8594,3.3850,3385.0357,50,98,1062,1.0000,2.0471,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1009,200,100,0,0.20,0.70,0.10,68.5069,68506.9239,10279.2150,24.5817,24581.6993,500,374,4101,1.0000,30.6433,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1023,200,100,0,0.20,0.70,0.10,9.6982,9698.1882,1459.3599,2.6988,2698.8106,50,48,562,1.0000,3.7351,ms and sec explicitly named
FCFS,Scenario_2000,2000,1016,0,0,0,0.20,0.70,0.10,1598.4400,1598440.0000,239774.0479,186.9628,186962.7919,2000,1,3,1.0000,187.8051,ms and sec explicitly named
SJF,Scenario_500,500,1022,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,0,1.0000,41.8820,ms and sec explicitly named
PSO-SA,Scenario_1000,1000,1028,200,100,0,0.20,0.70,0.10,471.3429,471342.8571,70707.3150,80.7618,80761.8199,1000,249,2611,1.0000,84.5922,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1024,200,100,0,0.20,0.70,0.10,8.0275,8027.5429,1206.0150,1.6997,1699.7083,50,48,493,1.0000,2.8393,ms and sec explicitly named
GO,Scenario_100,100,1023,200,100,0,0.20,0.70,0.10,31.3277,31327.6923,4704.1097,3.4980,3497.9630,100,178,1889,1.0000,4.5239,ms and sec explicitly named
DTSO-TS,Scenario_1000,1000,1009,200,100,0,0.20,0.70,0.10,124.0313,124031.2500,18608.4032,46.7504,46750.3850,1000,343,3720,1.0000,49.7449,ms and sec explicitly named
DGWO,Scenario_50,50,1022,200,100,0,0.20,0.70,0.10,15.5500,15550.0000,2335.9313,1.4620,1462.0150,50,139,0,1.0000,2.1465,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1026,200,100,0,0.20,0.70,0.10,62.2574,62257.3529,9341.5591,22.8876,22887.5801,500,372,3961,1.0000,26.8533,ms and sec explicitly named
RoundRobin,Scenario_5000,5000,1001,0,0,0,0.20,0.70,0.10,3492.1686,3492168.5714,523835.6770,446.4893,446489.2805,5000,1,5,1.0000,453.9928,ms and sec explicitly named
DGWO,Scenario_50,50,1010,200,100,0,0.20,0.70,0.10,25.2411,25241.1273,3789.3030,2.9193,2919.3227,50,134,0,1.0000,1.8306,ms and sec explicitly named
SJF,Scenario_500,500,1023,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,0,1.0000,42.3674,ms and sec explicitly named
DTSO-TS,Scenario_500,500,1014,200,100,0,0.20,0.70,0.10,69.4558,69455.7576,10421.3560,25.8983,25898.2730,500,344,3622,1.0000,26.4761,ms and sec explicitly named
SJF,Scenario_500,500,1024,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,0,1.0000,41.9966,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1025,200,100,0,0.20,0.70,0.10,10.3762,10376.1645,1558.0585,2.6780,2677.9578,50,113,1028,1.0000,3.7903,ms and sec explicitly named
DGWO,Scenario_50,50,1023,200,100,0,0.20,0.70,0.10,20.4350,20435.0000,3069.0008,1.3419,1341.8711,50,100,909,1.0000,2.1174,ms and sec explicitly named
I-COA,Scenario_500,500,1016,200,100,0,0.20,0.70,0.10,231.6957,231695.7143,34760.3533,30.0078,30007.8264,500,982,0,1.0000,29.2062,ms and sec explicitly named
DGWO,Scenario_50,50,1011,200,100,0,0.20,0.70,0.10,12.6788,12678.7701,1904.3018,2.2114,2211.3602,50,98,904,1.0000,2.1513,ms and sec explicitly named
DWOA,Scenario_500,500,1008,200,100,0,0.20,0.70,0.10,227.8714,227871.4286,34187.9330,27.5666,27566.5625,500,881,0,1.0000,20.1536,ms and sec explicitly named
I-COA,Scenario_100,100,1022,200,100,0,0.20,0.70,0.10,21.2067,21206.7277,3185.6007,3.3963,3396.3187,100,245,0,1.0000,4.9389,ms and sec explicitly named
SJF,Scenario_500,500,1025,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,0,1.0000,40.5515,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1001,200,100,0,0.20,0.70,0.10,66.8265,66826.4706,10027.0354,23.7698,23769.7707,500,640,661,1.0000,27.9905,ms and sec explicitly named
GO,Scenario_100,100,1024,200,100,0,0.20,0.70,0.10,47.7567,47756.6667,7169.0691,4.8245,4824.5412,100,177,1687,1.0000,3.8866,ms and sec explicitly named
DBDE,Scenario_500,500,1017,200,100,0,0.20,0.70,0.10,237.5000,237500.0000,35631.9709,30.8952,30895.2266,500,765,0,1.0000,16.4421,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1021,200,100,0,0.20,0.70,0.10,57.5634,57563.3827,8639.0949,22.0056,22005.6478,500,403,0,1.0000,26.1741,ms and sec explicitly named
I-COA,Scenario_100,100,1012,200,100,0,0.20,0.70,0.10,44.0711,44071.1111,6616.1409,3.5414,3541.3788,100,414,0,1.0000,4.5170,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1007,200,100,0,0.20,0.70,0.10,11.0017,11001.7143,1651.9245,2.8082,2808.1929,50,94,996,1.0000,4.5465,ms and sec explicitly named
DGWO,Scenario_50,50,1024,200,100,0,0.20,0.70,0.10,25.1513,25151.2500,3775.9620,1.9521,1952.1123,50,99,1041,1.0000,1.6504,ms and sec explicitly named
DGWO,Scenario_50,50,1012,200,100,0,0.20,0.70,0.10,13.5816,13581.6017,2039.3083,2.2168,2216.8142,50,99,1071,1.0000,2.1658,ms and sec explicitly named
SJF,Scenario_500,500,1007,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,0,1.0000,42.2512,ms and sec explicitly named
DTSO-TS,Scenario_1000,1000,1015,200,100,0,0.20,0.70,0.10,141.9482,141948.1818,21296.8535,49.7329,49732.9066,1000,393,0,1.0000,52.2063,ms and sec explicitly named
DWOA,Scenario_500,500,1015,200,100,0,0.20,0.70,0.10,265.4386,265438.5714,39822.9933,30.3142,30314.2291,500,1010,0,1.0000,19.9555,ms and sec explicitly named
DCOA-TS,Scenario_1000,1000,1024,200,100,0,0.20,0.70,0.10,111.6629,111662.8671,16753.1903,45.5109,45510.9307,1000,744,1767,1.0000,50.6067,ms and sec explicitly named
DTSO-TS,Scenario_500,500,1015,200,100,0,0.20,0.70,0.10,66.8419,66841.9048,10028.6399,24.4852,24485.2435,500,184,1866,1.0000,26.6577,ms and sec explicitly named
SJF,Scenario_500,500,1008,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,2,1.0000,41.4023,ms and sec explicitly named
DGWO,Scenario_50,50,1025,200,100,0,0.20,0.70,0.10,27.4020,27402.0000,4114.4204,1.1711,1171.1049,50,99,1044,1.0000,2.0523,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1008,200,100,0,0.20,0.70,0.10,10.4452,10445.2174,1568.2587,2.5576,2557.5948,50,106,1139,1.0000,3.6525,ms and sec explicitly named
I-COA,Scenario_100,100,1023,200,100,0,0.20,0.70,0.10,33.3690,33369.0476,5011.3848,3.3138,3313.7815,100,187,2017,1.0000,4.8887,ms and sec explicitly named
DGWO,Scenario_50,50,1013,200,100,0,0.20,0.70,0.10,16.9127,16912.7273,2540.2257,1.5917,1591.6973,50,98,1058,1.0000,2.1785,ms and sec explicitly named
PSO-SA,Scenario_1000,1000,1011,200,100,0,0.20,0.70,0.10,562.9800,562980.0000,84453.4687,75.0983,75098.3284,1000,294,0,1.0000,78.5051,ms and sec explicitly named
DQN,Scenario_50,50,1026,0,0,200,0.20,0.70,0.10,13.9618,13961.8182,2096.7977,1.8874,1887.4348,50,7140,4582,1.0000,3.7831,ms and sec explicitly named
GO,Scenario_100,100,1025,200,100,0,0.20,0.70,0.10,42.9751,42975.0992,6451.8253,4.3294,4329.4189,100,179,1989,1.0000,3.6970,ms and sec explicitly named
PSO-SA,Scenario_1000,1000,1029,200,100,0,0.20,0.70,0.10,569.4671,569467.1429,85426.9857,75.8004,75800.4452,1000,286,0,1.0000,79.0929,ms and sec explicitly named
DCOA-TS,Scenario_1000,1000,1005,200,100,0,0.20,0.70,0.10,119.2247,119224.7143,17888.9541,47.0798,47079.8164,1000,744,1604,1.0000,51.7227,ms and sec explicitly named
DBDE,Scenario_500,500,1009,200,100,0,0.20,0.70,0.10,291.1257,291125.7143,43675.3497,35.5423,35542.3249,500,725,1357,1.0000,14.6339,ms and sec explicitly named
SJF,Scenario_500,500,1009,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,3,1.0000,39.2881,ms and sec explicitly named
I-COA,Scenario_500,500,1006,200,100,0,0.20,0.70,0.10,135.4573,135457.2727,20323.7669,27.3129,27312.8991,500,984,0,1.0000,29.3091,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1027,200,100,0,0.20,0.70,0.10,65.7809,65780.8824,9871.3531,23.4183,23418.2514,500,368,3838,1.0000,27.7706,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1009,200,100,0,0.20,0.70,0.10,9.0052,9005.1604,1352.9818,1.8685,1868.4996,50,98,1127,1.0000,3.1855,ms and sec explicitly named
DTSO-TS,Scenario_1000,1000,1020,200,100,0,0.20,0.70,0.10,133.6654,133665.3846,20052.6192,46.5675,46567.4739,1000,342,3511,1.0000,48.4627,ms and sec explicitly named
DGWO,Scenario_50,50,1014,200,100,0,0.20,0.70,0.10,15.6207,15620.6962,2346.7084,1.2783,1278.2648,50,98,1081,1.0000,2.1407,ms and sec explicitly named
SJF,Scenario_500,500,1010,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,0,1.0000,41.2598,ms and sec explicitly named
DWOA,Scenario_500,500,1028,200,100,0,0.20,0.70,0.10,336.5500,336550.0000,50491.0590,33.6892,33689.1595,500,1164,266,1.0000,19.5434,ms and sec explicitly named
FCFS,Scenario_2000,2000,1017,0,0,0,0.20,0.70,0.10,1598.4400,1598440.0000,239774.0479,186.9628,186962.7919,2000,0,0,1.0000,187.7038,ms and sec explicitly named
SJF,Scenario_500,500,1011,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,1,1.0000,40.1186,ms and sec explicitly named
DCOA-TS,Scenario_1000,1000,1014,200,100,0,0.20,0.70,0.10,115.3151,115315.1429,17301.9404,45.9832,45983.1892,1000,811,2306,1.0000,50.4016,ms and sec explicitly named
I-COA,Scenario_100,100,1024,200,100,0,0.20,0.70,0.10,34.8790,34878.9683,5237.4894,3.0260,3025.9769,100,186,1917,1.0000,4.8330,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1010,200,100,0,0.20,0.70,0.10,8.9209,8920.8824,1340.0613,1.7270,1727.0440,50,99,908,1.0000,3.0042,ms and sec explicitly named
DGWO,Scenario_50,50,1015,200,100,0,0.20,0.70,0.10,20.1500,20150.0000,3026.5840,1.1583,1158.3383,50,98,905,1.0000,2.1735,ms and sec explicitly named
GO,Scenario_100,100,1026,200,100,0,0.20,0.70,0.10,39.0269,39026.9231,5859.5641,4.1010,4101.0023,100,178,1712,1.0000,4.0516,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1010,200,100,0,0.20,0.70,0.10,69.2732,69273.2353,10394.0377,24.9576,24957.5923,500,635,340,1.0000,30.4787,ms and sec explicitly named
GO,Scenario_500,500,1018,200,100,0,0.20,0.70,0.10,139.8243,139824.2857,20979.5004,24.4916,24491.5660,500,928,3390,1.0000,24.9634,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1011,200,100,0,0.20,0.70,0.10,10.5403,10540.2857,1582.7774,2.3682,2368.1927,50,124,0,1.0000,3.6933,ms and sec explicitly named
SJF,Scenario_500,500,1012,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,0,1.0000,40.0744,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1022,200,100,0,0.20,0.70,0.10,64.9689,64968.9017,9748.7151,23.6099,23609.8828,500,429,0,1.0000,28.1853,ms and sec explicitly named
I-COA,Scenario_100,100,1013,200,100,0,0.20,0.70,0.10,22.6127,22612.6836,3396.6433,3.2884,3288.3716,100,451,0,1.0000,5.1188,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1012,200,100,0,0.20,0.70,0.10,10.7437,10743.7255,1613.0154,2.9634,2963.4322,50,48,496,1.0000,4.3203,ms and sec explicitly named
GO,Scenario_500,500,1008,200,100,0,0.20,0.70,0.10,155.1843,155184.2857,23284.2513,25.4993,25499.3328,500,1570,0,1.0000,25.1948,ms and sec explicitly named
DGWO,Scenario_500,500,1028,200,100,0,0.20,0.70,0.10,292.3957,292395.7143,43866.3051,30.1425,30142.5064,500,1606,0,1.0000,18.2845,ms and sec explicitly named
DBDE,Scenario_500,500,1029,200,100,0,0.20,0.70,0.10,520.4071,520407.1429,78069.5310,46.6087,46608.6897,500,799,0,1.0000,15.0869,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1013,200,100,0,0.20,0.70,0.10,10.6476,10647.6039,1598.8657,2.6052,2605.1671,50,54,542,1.0000,4.0391,ms and sec explicitly named
I-COA,Scenario_100,100,1025,200,100,0,0.20,0.70,0.10,34.7665,34766.5278,5220.6768,3.1242,3124.1842,100,255,0,1.0000,4.3067,ms and sec explicitly named
SJF,Scenario_500,500,1013,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,4,1.0000,39.7475,ms and sec explicitly named
GO,Scenario_100,100,1027,200,100,0,0.20,0.70,0.10,37.6129,37612.8571,5647.5838,3.5056,3505.5761,100,178,1763,1.0000,3.6647,ms and sec explicitly named
DWOA,Scenario_100,100,1019,200,100,0,0.20,0.70,0.10,31.4036,31403.6364,4715.6142,3.4553,3455.3408,100,276,0,1.0000,3.5520,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1014,200,100,0,0.20,0.70,0.10,10.3336,10333.6471,1553.8630,2.6930,2693.0172,50,48,468,1.0000,3.7987,ms and sec explicitly named
DTSO-TS,Scenario_1000,1000,1016,200,100,0,0.20,0.70,0.10,117.3287,117328.6957,17601.6682,47.4307,47430.7142,1000,463,0,1.0000,49.8260,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1002,200,100,0,0.20,0.70,0.10,64.6390,64639.0216,9698.5508,23.5154,23515.4172,500,646,247,1.0000,27.9551,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1028,200,100,0,0.20,0.70,0.10,60.1683,60168.3193,9028.1932,22.6482,22648.1689,500,420,0,1.0000,26.9145,ms and sec explicitly named
DCOA-TS,Scenario_50,50,1015,200,100,0,0.20,0.70,0.10,10.4538,10453.8235,1570.1602,2.4617,2461.6618,50,48,565,1.0000,3.9276,ms and sec explicitly named
I-COA,Scenario_500,500,1027,200,100,0,0.20,0.70,0.10,177.2014,177201.4286,26585.4611,29.2663,29266.3233,500,1080,0,1.0000,28.6539,ms and sec explicitly named
DTSO-TS,Scenario_1000,1000,1021,200,100,0,0.20,0.70,0.10,135.2850,135285.0000,20296.4977,46.7816,46781.6263,1000,396,0,1.0000,49.1115,ms and sec explicitly named
FCFS,Scenario_2000,2000,1018,0,0,0,0.20,0.70,0.10,1598.4400,1598440.0000,239774.0479,186.9628,186962.7919,2000,1,0,1.0000,190.3927,ms and sec explicitly named
SJF,Scenario_500,500,1014,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,1,1.0000,40.5463,ms and sec explicitly named
I-COA,Scenario_100,100,1026,200,100,0,0.20,0.70,0.10,32.9800,32980.0000,4951.5878,3.3508,3350.8057,100,187,1974,1.0000,4.7073,ms and sec explicitly named
PSO-SA,Scenario_1000,1000,1012,200,100,0,0.20,0.70,0.10,561.0786,561078.5714,84168.8967,74.4788,74478.7835,1000,368,0,1.0000,79.0326,ms and sec explicitly named
GO,Scenario_100,100,1028,200,100,0,0.20,0.70,0.10,73.4014,73401.4286,11016.2552,4.8042,4804.1674,100,176,1888,1.0000,3.8484,ms and sec explicitly named
GO,Scenario_500,500,1029,200,100,0,0.20,0.70,0.10,152.6509,152650.9091,22903.2869,26.2605,26260.5493,500,1132,0,1.0000,23.7413,ms and sec explicitly named
DBDE,Scenario_500,500,1018,200,100,0,0.20,0.70,0.10,307.7671,307767.1429,46172.5657,33.1628,33162.7985,500,754,1406,1.0000,16.5306,ms and sec explicitly named
DWOA,Scenario_100,100,1020,200,100,0,0.20,0.70,0.10,41.7200,41720.0000,6263.5701,4.1683,4168.2543,100,172,1884,1.0000,3.3110,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1011,200,100,0,0.20,0.70,0.10,64.5738,64573.8174,9689.9497,23.6314,23631.3744,500,366,3815,1.0000,28.0566,ms and sec explicitly named
DWOA,Scenario_500,500,1009,200,100,0,0.20,0.70,0.10,269.8957,269895.7143,40491.3575,32.1477,32147.6583,500,868,2631,1.0000,19.0785,ms and sec explicitly named
I-COA,Scenario_100,100,1014,200,100,0,0.20,0.70,0.10,48.0433,48043.3333,7211.9525,3.4705,3470.5064,100,374,3957,1.0000,4.6811,ms and sec explicitly named
DCOA-TS,Scenario_500,500,1023,200,100,0,0.20,0.70,0.10,64.2506,64250.5714,9641.1040,23.2080,23207.9738,500,369,3912,1.0000,28.1848,ms and sec explicitly named
SJF,Scenario_500,500,1015,0,0,0,0.20,0.70,0.10,372.9657,372965.7143,55952.7513,36.5404,36540.3661,500,0,2,1.0000,38.9182,ms and sec explicitly named
DCOA-TS,Scenario_1000,1000,1025,200,100,0,0.20,0.70,0.10,108.6457,108645.6710,16300.3570,45.6581,45658.1150,1000,764,1517,1.0000,49.6378,ms and sec explicitly named
I-COA,Scenario_500,500,1017,200,100,0,0.20,0.70,0.10,183.5521,183552.0779,27538.8343,29.5500,29549.9598,500,967,3728,1.0000,28.8927,ms and sec explicitly named
GO,Scenario_100,100,1029,200,100,0,0.20,0.70,0.10,64.0390,64038.9660,9611.8781,4.9989,4998.9339,100,179,1870,1.0000,3.8026,ms and sec explicitly named
